unique_url,url_class
models-are-us.com,Pornography
penetrator.net,Pornography
mychesssite.net,Sports
latentguy.com,Pornography
krotov.org,Religion/Ideologies
goporn.us,Pornography
faxyourresume.com,Job Search
flashsexo.com,Pornography
flushingsavings.com,Finance/Banking
66.219.172.87,Internet Services
douglas-sports.com,Sports
schnauzersecrets.com,Online Shopping
nurseoptions.com,Job Search
southwestmart.com,Games
basketball-outlet-store.com,Sports
traffic4free.de,Internet Services
digiguide.com,Entertainment
platinum-emails.com,Business
elbeco.com,Fashion/Beauty
car-parts-directory.com,Marketing/Merchandising
keenpositive.com,UNKNOWN
politinfo.com,Education/Reference
imriresearch.com,Business
daihatsu.co.jp,Motor Vehicles
thesupershow.com,Finance/Banking
neisd.net,Education/Reference
savage-central.com,Entertainment
ricosphats.com,Pornography
americandj.com,Business
internetnews.az,General News
8secondssaloon.com,Restaurants
hairremovalsolutions.com,UNKNOWN
trojanwhores.com,Pornography
cocksuckingteenagers.com,Malicious Sites
ccathnet.org,UNKNOWN
theosophy.org,Education/Reference
1stdirectmortgages.co.uk,Finance/Banking
216.185.139.109,UNKNOWN
dailyteen.net,Pornography
youshouldsupersizeit.net,UNKNOWN
processnet1.com,Education/Reference
digitalmoses.com,Business
ye.ro,Portal Sites
lex-global.com,Business
aerotear.com,Marketing/Merchandising
cosmeticsbag.com,Health
thevampirelestat.net,Games
freelang.com,Education/Reference
exteriorwooddesigns.com,UNKNOWN
crazyvids.com,Pornography
columbia.jp,Entertainment
donovanmcnabb.com,Sports
ncarmsports.com,Sports
lgsautohits.com,UNKNOWN
blackbeardsadultresort.com,Provocative Attire
screamingx.com,Pornography
nancyssewingcenter.com,Fashion/Beauty
believerlevitical.com,Pornography
patriapress.com,Education/Reference
hotelplacer.com,Pornography
sandwich.net,Business
stohlquist.com,Sports
mywebsearch.com,Search Engines
exodusfiles.com,UNKNOWN
trance-star.net,UNKNOWN
japanregistry.com,Business
windaz.com,Online Shopping
ineedawank.com,Pornography
sega-am2.co.jp,Games
teamsavezelda.com,Games
umbria.it,Public Information
stmichaelonline.org,Marketing/Merchandising
vegastravelsite.com,Travel
new-era.com,Parked Domain
mixtapeking.com,Entertainment
forez.com,Malicious Sites
greatdealsbyemails.com,UNKNOWN
e-funnysideofvigor.com,Auctions/Classifieds
usatwins.com,Online Shopping
hinduweb.org,Personal Pages
hotelpacific.com,Travel
kingdompleasure.com,Pornography
leytonimage.com,Pornography
dailytemptation.com,Pornography
cardstacker.com,Online Shopping
horsenaround.com,General News
latinthumbs.com,Pornography
pathlighters.com,Forum/Bulletin Boards
mavicanet.com,Portal Sites
debtxs.com,Finance/Banking
ref.ch,Major Global Religions
pulte-delwebb-survey.com,Real Estate
istuff4u.com,Internet Services
rnb-ringtones.co.uk,UNKNOWN
sin-calzones.com,Forum/Bulletin Boards
thebaseballpage.com,Sports
vasectomy.com,Health
247tits.com,Pornography
dealerease.com,General News
superiorfcu.com,Finance/Banking
kvhigh.com,Education/Reference
mcnews.com.au,Sports
maturepantyhosexxx.com,Pornography
commerciallocators.com,Real Estate
sweetfucks.com,Pornography
u-getpaid.com,UNKNOWN
sex-xxx-porn-pictures.com,Pornography
debtstruction.com,Finance/Banking
carolinacourage.com,Sports
visual-porn.com,Pornography
quantumirc.net,Chat
merzantique.com,Online Shopping
happyharem.com,Pornography
hot-steamy-sex.com,Pornography
tige.com,Marketing/Merchandising
morticom.com,Humor/Comics
black-cell.com,UNKNOWN
fighter-planes.com,Education/Reference
yourfriendlydoc.com,Health
afroworld.com,Fashion/Beauty
kbmoll.com,Health
airsupply-online.com,Entertainment
partsbmw.com,Online Shopping
ace-internet.co.uk,Portal Sites
brunettexxxmag.com,Pornography
amherst.com,Business
phpfaq.com,Forum/Bulletin Boards
calvarymusic.org,Entertainment
mentor4inc.com,Job Search
bargainboardwalk.com,Online Shopping
publicaddress.net,Forum/Bulletin Boards
custommcservices.com,Marketing/Merchandising
lesbianlovers.ws,Pornography
opencunts.net,Pornography
essexproperties.com,Business
carzoon.com,Portal Sites
222.100.31.132,UNKNOWN
crackedanimations.com,Malicious Sites
porno-films.net,Pornography
ruebe-zahl.de,Personal Pages
lasthourchurch.com,UNKNOWN
atlanta11.com,Online Shopping
ican-online.org,Non-Profit/Advocacy/NGO
nplw.com,Marketing/Merchandising
kellyxxx.com,Pornography
vbportal.com,Business
ladiesagainstfeminism.com,Non-Profit/Advocacy/NGO
thumbx.com,Pornography
pcscaninfo.com,UNKNOWN
teens-love-sex.com,Pornography
ctstarlight.com,Public Information
raymondmaine.org,Public Information
refiberate.com,Forum/Bulletin Boards
top50-motorrad.de,Sports
cartoon-porn-sex.com,Pornography
stellarjewelry.com,Online Shopping
ccmi.com,Business
pussy-4u.net,Pornography
gendai.net,Entertainment
porn-video-free.net,Pornography
buybidwin.com,Entertainment
dom2.com.ru,UNKNOWN
neuroscion.com,Health
lopersclub.org,Sports
tazeenhasan.com,Online Shopping
comedycavern.com,UNKNOWN
surveywave.com,Business
japanese-manga.com,Pornography
collegecoedsluts.com,Pornography
star94.com,Entertainment
pianoteaching.com,Entertainment
photojam.com,Parked Domain
earthwaverecords.com,Entertainment
s2o.com,Internet Services
young-teen-sluts.com,Pornography
musicactu.com,Entertainment
thesession.org,Entertainment
atssports.com,Online Shopping
powereraser.com,Pornography
bankofamerica.com.hk,Finance/Banking
store-shop.com,Online Shopping
garvinweb.com,Education/Reference
lasalud.com,Health
romm.org,Entertainment
beautifullychaotic.net,UNKNOWN
santaclara.org,Travel
momson-sex.com,Pornography
writingcorner.com,Education/Reference
houston-bmwcca.com,Motor Vehicles
gauranteedincome.com,UNKNOWN
footconfidential.com,Pornography
dcls.org,Education/Reference
cashprime.com,UNKNOWN
alt.com,Pornography
mynetbank.com,UNKNOWN
raiderslinks.com,Sports
fsexy.com,Pornography
ipc.com,Business
readinggroupguides.com,Entertainment
1stlesbiangalleries.com,Pornography
digitalmediafx.com,Entertainment
freeonline.com,Portal Sites
est-ici.org,Pornography
dialup4less.com,Business
aian.com.au,Art/Culture/Heritage
etalking.org,Internet Services
atcc.org,Business
sydbarrett.com,Entertainment
superiorcourt.com,Parked Domain
216.200.110.250,UNKNOWN
66.26.139.44,UNKNOWN
hornyandsexy.co.uk,Pornography
cherrypiegirls.com,Pornography
tigersunited.com,Marketing/Merchandising
colonialpatterns.com,Online Shopping
seventeenshop.com,Pornography
buttladies.com,Pornography
ceocast.com,Stock Trading
gamedeveloper.net,Games
egleston.org,UNKNOWN
carmedia.nl,Marketing/Merchandising
springfieldstore.com,Online Shopping
kidsnewsroom.com,General News
free-sex-trial.com,Pornography
webcamstills.com,Pornography
activistsandiego.org,Politics/Opinion
1luckydog.com,Internet Services
webintellects.com,Business
680180.net,Spyware/Adware/Keyloggers
clan-forge.net,Games
hentia.com,Pornography
hotpoint.com,Real Estate
24.31.46.103,UNKNOWN
bowensports.com,Online Shopping
porchplans.com,Real Estate
photonudes.com,Pornography
ffa2z.com,Internet Services
sma.org,Health
chinese-zodiac-symbols.com,Online Shopping
levitonproducts.com,Online Shopping
alouettes.net,Sports
prepcasts.com,Sports
peopletattoo.nu,Art/Culture/Heritage
cvpusa.com,Software/Hardware
paranoid.no,Pornography
allonlinebusiness.com,UNKNOWN
enigmasoftwaregroup.com,Online Shopping
seniorglobe.com,Forum/Bulletin Boards
asrtnosaj.com,UNKNOWN
whacks.com,Online Shopping
brill.com,Finance/Banking
mastercool.com,Business
someclick.com,Spam URLs
bukkake-cum-facials.com,Pornography
unionbilling.com,UNKNOWN
igamez.com,Games
markrubin.com,Personal Pages
partnerhits.com,Internet Services
girbaud.com,Fashion/Beauty
vanwert.com,Entertainment
girlsofed.com,Pornography
papirclipzen.dk,Recreation/Hobbies
medqic.org,Health
instant-info-online.com,UNKNOWN
cncpe.ru,UNKNOWN
hstmaternity.com,Online Shopping
adult-emule.com,Pornography
stainedglassbiz.com,Art/Culture/Heritage
tsf.pt,General News
mrgdocs.com,Business
trickmagic.com,Online Shopping
taganrog.biz,Government/Military
renask.com,Software/Hardware
sell-it-on-the-net.com,Software/Hardware
allaboutretreats.com,Travel
jariwala.net,UNKNOWN
rnventions.com,Online Shopping
htfc.com,Marketing/Merchandising
americanworker.org,Non-Profit/Advocacy/NGO
anal-sex-free-pictures.com,Pornography
usskiing.com,Sports
anchorwear.com,Parked Domain
justrentals.com,Finance/Banking
fightidentitytheft.com,Public Information
mw.net,Internet Services
acenet.edu,Education/Reference
pegasoweb.com,Internet Services
get-daily.com,UNKNOWN
karachocolates.com,Online Shopping
decksoft.com,Software/Hardware
giantbreast.com,Pornography
xracingsports.com,Provocative Attire
readingmc.com,Recreation/Hobbies
hecuhb.org,Finance/Banking
hotel24.ru,Travel
speedreadthe.net,UNKNOWN
pornicide.com,Pornography
thoroughbred-world.com,Sports
faxus.net,Parked Domain
commopu.org,Education/Reference
sandog.com,Sports
arcade-game-center.com,UNKNOWN
vitac.com,Entertainment
194.176.43.120,Pornography
ghettoamateurs.com,Pornography
greengiant.com,Online Shopping
floorstransformed.com,Public Information
amayhew.com,Marketing/Merchandising
alcoholix.net,Forum/Bulletin Boards
daisypath.com,Health
bellcharteroakholsters.com,Weapons
asslickboys.com,Pornography
free-gay-movies.info,Pornography
cashbackpayday.com,Finance/Banking
free-xxx-fetish-porn.com,Pornography
our-montessori.com,Education/Reference
fgmarket.com,Online Shopping
autopatcher.com,Software/Hardware
affiliateprofitguard.com,Parked Domain
plentyopix.com,Pornography
virtualswa.com,Games
canadianpharmone.com,UNKNOWN
beastiality-sex-pictures.net,Potential Criminal Activities
ilbis.com,Forum/Bulletin Boards
thickjuicycocks.com,Pornography
biotekjobs.com,Job Search
waifanimals.org,Non-Profit/Advocacy/NGO
httpforward.biz,UNKNOWN
encountergod.com,Religion/Ideologies
pondfiltermedia.com,Parked Domain
1on1debtconsolidation.com,Finance/Banking
facedown7001biz.us,UNKNOWN
shopadoodledoo.com,Online Shopping
locker-room.com,Pornography
hattrick-furniture.co.uk,Online Shopping
forgotten-memories.com,UNKNOWN
66.31.246.142,UNKNOWN
mauibrand.com,Marketing/Merchandising
iris.org.il,Public Information
turkei.net,Forum/Bulletin Boards
markkistler.com,Business
familyski.co.uk,Sports
172.175.94.174,UNKNOWN
spikybras.com,Online Shopping
pac.org,Politics/Opinion
fali.com,General News
douglashenderson.com,Art/Culture/Heritage
auctionsatoz.com,UNKNOWN
livesexstream.com,Online Shopping
heartstringsembroidery.com,Online Shopping
realchange.com,Education/Reference
listingslogin.com,UNKNOWN
plumb-warehouse.co.uk,Online Shopping
medicalcenterarlington.com,Health
forema.ru,Marketing/Merchandising
shmedlic.com,Entertainment
immobel.com,Real Estate
bedtalk.biz,UNKNOWN
peaceconspiracy.org,Internet Services
statlets.com,Portal Sites
arrowkarts.com.au,Web Mail
scorereviews.com,Entertainment
bootyball.com,Pornography
cam21.de,Pornography
chainmailman.com,Malicious Sites
babestart.com,Pornography
partnersponsor.de,UNKNOWN
172.138.209.221,UNKNOWN
bayouthreads.com,Online Shopping
understandmen.com,Education/Reference
m6pub.fr,Entertainment
gay-military-men.com,Pornography
southfloridajournal.com,General News
1375027796.com,UNKNOWN
counterfuchs.de,UNKNOWN
kennydotcom.net,UNKNOWN
baltimoreblast.com,Sports
squirtingchicks.com,Pornography
shynecreative.com,Business
littleswitzerland.com,Fashion/Beauty
joininsightoutbooks.com,UNKNOWN
abargainauto.com,Marketing/Merchandising
jorgasmvideo.com,UNKNOWN
allpets.com,Online Shopping
perfectgreeting.com,Digital Postcards
power-zone.com,Online Shopping
louwho.com,Entertainment
acehtml.com,Online Shopping
chevorlet.com,Marketing/Merchandising
4-pussy.net,Pornography
highway2health.com,Education/Reference
webcars.org,Marketing/Merchandising
musicmachine.com,Online Shopping
instantmessenger.net,Nudity
hollyfeld.org,Entertainment
islamcity.com,Major Global Religions
registervillage.net,Forum/Bulletin Boards
fauxvideos.com,Online Shopping
64.246.0.3,Portal Sites
arteksko.ru,Online Shopping
islandermotel.com,Travel
tradersstopover.com,Online Shopping
elevatedecstasy.com,Pornography
toy-testing.org,Non-Profit/Advocacy/NGO
hornypetites.com,Pornography
67.20.111.159,UNKNOWN
medmanpro.com,Business
divadesnudas.com,Pornography
kooltint.com,Parked Domain
tactical-ops.to,Games
yourbeingvibrant.com,UNKNOWN
mainewood.org,Business
rawmen.com,Pornography
gaysweets.com,Pornography
2organize.com,Business
babe-bordello.com,Pornography
clovisonline.org,UNKNOWN
anhtb.com,Marketing/Merchandising
hippieplace.com,Online Shopping
kimbellart.org,Art/Culture/Heritage
birdbarrier.com,Real Estate
miramaxscreenings.com,Entertainment
reloadad.de,Internet Services
tfa.org,UNKNOWN
shopjackson.com,Online Shopping
starhawk.com,Travel
golflodge.com,Sports
arrowinternational.com,Business
z55.com,Pornography
ben-gurion-airport.co.il,Travel
morpheusofporn.com,Pornography
141.209.238.52,UNKNOWN
wagercity.com,Gambling
mediaguardian.co.uk,General News
fat-fancy.com,Pornography
pavetech.com,Business
shopsearstown.com,UNKNOWN
lettuceentertainyou.com,Restaurants
antiquebottles.com,Education/Reference
superchat.ee,Chat
church-planting.org,Religion/Ideologies
r1r2.com,Software/Hardware
compleximages.net,UNKNOWN
ezwinnerslotto.com,Gambling
hairy-women.net,Malicious Sites
science-project.us,Business
cheapercigarettes.com,Tobacco
visual-book.com,Software/Hardware
ifad.de,Business
lynnpdesign.com,Internet Services
beachwoodmotel.com,Travel
analsexxxxpornsite.com,Pornography
dinasdreams.com,Pornography
wissal.dz,General News
britneyspears.la,UNKNOWN
172.131.240.116,UNKNOWN
allonlineschools.com,Education/Reference
tradersvillage.com,Recreation/Hobbies
bigtallstore.com,Parked Domain
bootyilike.com,Pornography
momsinneed.org,UNKNOWN
ajjbsandy.com,Blogs/Wiki
jeff-stryker.com,Online Shopping
viterbo.edu,Education/Reference
cosmetica.com.br,Health
k12k.com,Travel
girbaudboutique.com,Fashion/Beauty
znc.org,UNKNOWN
realholidayguides.com,Travel
poohbos.com,Personal Pages
gamedemo.com,Games
healthteaching.com,Health
turbocharger.co.uk,Marketing/Merchandising
skinorthcarolina.com,Sports
adesign7.com,Marketing/Merchandising
lien-pub.com,Finance/Banking
hiedu.cz,Education/Reference
starcashmails.com,Finance/Banking
hriptc.org,Education/Reference
breboco.com,Personal Pages
onlinesys.net,Internet Services
licenseplatesonline.com,Online Shopping
tv-celebrity.co.uk,Entertainment
malereproduction.com,Health
jobwizard.com,Internet Services
mysecuresign.com,Software/Hardware
sgmjournals.org,Health
sha.org,Education/Reference
gasmbound.com,Pornography
thehartford.com,Finance/Banking
freevoyeurarchives.com,Pornography
crazycriminals.com,Forum/Bulletin Boards
lagonesalaves.com,Travel
online-insurance-center.com,Finance/Banking
home-index.co.uk,Real Estate
kikooyou.net,Pornography
todaysoffers.info,UNKNOWN
asianvids.com,Online Shopping
jsenterprises.com,UNKNOWN
nordac.com,UNKNOWN
cyclemall.net,Online Shopping
greenindustry.com,Non-Profit/Advocacy/NGO
newglass2.com,Marketing/Merchandising
distintas.net,Pornography
fest.org,Recreation/Hobbies
asahibeer.co.jp,Alcohol
cyberkwoon.com,Sports
insights.com,Business
gacheckpoint.com,Marketing/Merchandising
cinahl.com,Business
streetpoints.com,Marketing/Merchandising
9volttaco.com,Pornography
bikerbedding.com,Online Shopping
paughco.com,Marketing/Merchandising
thebookplace.com,Online Shopping
edonkey-share.de,Anonymizers
smcforyoutosee.com,UNKNOWN
airlines.org,Business
hauntedpineacres.com,Recreation/Hobbies
lechantecler.com,Travel
usheme.com,UNKNOWN
select-plan.com,Finance/Banking
entwoodnursery.com,Parked Domain
lueonline.com,UNKNOWN
66.56.177.64,Residential IP Addresses
212.78.204.20,Internet Services
localh.com,Entertainment
hawaiipoint.com,Travel
promodaily.com,Pornography
pjstrickshop.com,Online Shopping
tacitus.org,General News
wildwestranch.com,Travel
cutefacials.com,Pornography
nylifesecurities.com,Finance/Banking
myhearttoyours.com,UNKNOWN
giganticnews.com,Parked Domain
bemismfg.com,Business
learntoread.com,UNKNOWN
ps0.net,Malicious Sites
breakupgirl.com,Portal Sites
iss.nl,Education/Reference
redpac.com,Forum/Bulletin Boards
mangaworkshop.net,Entertainment
bitmarketing.com,Internet Services
lightandmatter.com,Education/Reference
lacipeterson.com,Personal Pages
starbase314.com,Parked Domain
baranin.com,Travel
zonic.com.au,Finance/Banking
24.59.166.182,UNKNOWN
angiesplayground.com,Pornography
experiencesmucox.com,UNKNOWN
cdn.com.do,General News
prohosting.com.ua,Business
alr.org,Education/Reference
forevertigers.com,Marketing/Merchandising
french-riviera-casino.com,Gambling
prostartravelnetwork.com,UNKNOWN
volksgemeinschaft.org,Extreme
imranweb.com,Personal Pages
masteringadwords.com,Internet Services
embjapan.ru,Government/Military
beashes.com,UNKNOWN
dominic-deegan.com,Entertainment
houseofbmx.com,Parked Domain
pbl.org,Non-Profit/Advocacy/NGO
larepublica.net,General News
tthumbs.com,Pornography
pulsat.com,Online Shopping
phentramincentral.com,Health
disneyanaexchange.com,Entertainment
4mostconsulting.com,Health
sexbrew.us,Pornography
ipose4u.net,Pornography
211.99.189.120,UNKNOWN
odotonline.com,UNKNOWN
elt.ru,Marketing/Merchandising
oehler-research.com,Fashion/Beauty
screamingcunts.com,Pornography
chocolatemonthclub.com,Restaurants
altnet.org,UNKNOWN
parkrecord.com,General News
reseau-arena.com,Games
clickthrutraffic.com,Business
windowofelegance.com,Pornography
superenlaces.com,UNKNOWN
sesso-hardcore.org,Pornography
boer.co.za,Extreme
talents.net,Entertainment
macmillan.co.uk,Business
ultimaro.com,Games
thelegalbeagle.us,UNKNOWN
cnn.nl,General News
sageous.com,Personal Pages
kennedys.com,Portal Sites
pur.ru,Online Shopping
artforum.com,Art/Culture/Heritage
muchmoremails.com,UNKNOWN
justicefor911.org,Non-Profit/Advocacy/NGO
interracial-couples.com,Pornography
vintageflash.com,Pornography
bornshoes.com,Marketing/Merchandising
franklinebranch.com,Finance/Banking
quivo.de,Internet Services
fairchild.com,Marketing/Merchandising
get-webhost.com,Parked Domain
pregnant--sex.com,Pornography
onair.com,UNKNOWN
sexxxylips.net,Pornography
defuser.net,Art/Culture/Heritage
curitibasex.com.br,Pornography
imi3d.com,Software/Hardware
rosspetstechnika.ru,Marketing/Merchandising
rfamilyvacations.com,Travel
exile-films.com,Entertainment
usedcars.ru,Forum/Bulletin Boards
heat.ru,Blogs/Wiki
scarydildos.net,Malicious Sites
twysted-pair.com,Business
hardwoodcouncil.com,Non-Profit/Advocacy/NGO
jennaj.net,Online Shopping
accrediteddldegrees.com,Education/Reference
chrislands.com,Online Shopping
redtree.com,Chat
koreanmodels.net,Pornography
alraune.org,Education/Reference
winatlanta.com,Auctions/Classifieds
hotwomen.org,Pornography
dog-training-bookmarks.com,UNKNOWN
analtown.us,Pornography
24.162.47.189,UNKNOWN
emimusic.com.mx,Entertainment
primeonthego.com,Software/Hardware
insurancequotes.com,Non-Profit/Advocacy/NGO
richardphillips.org.uk,Art/Culture/Heritage
sunsetphoto.net,Marketing/Merchandising
thesportspark.com,Malicious Sites
afreewin.com,Gambling
rainbowradio.co.uk,Internet Radio/TV
warnerlambert.com.au,UNKNOWN
ulrace.ru,Forum/Bulletin Boards
bandit.org,Parked Domain
700r4.com,Online Shopping
nakayama-miho.net,Entertainment
careercentrix.com,Job Search
crossstitchpals.com,Fashion/Beauty
lisalovexxx.com,Pornography
169.237.77.113,UNKNOWN
unitedspamfg.com,Real Estate
telnesbroadband.com,Internet Services
signatureeyewear.com,Fashion/Beauty
ashfordsquare.com,Real Estate
highwayconditions.com,Travel
whitezombie.com,UNKNOWN
framesearch.net,Portal Sites
sexandhealth.com,Health
geokhi.ru,Education/Reference
smartchoices4u.com,UNKNOWN
whitenightdate.com,Pornography
holiday-letters.com,Humor/Comics
oscodrugs.com,Online Shopping
townfilms.com,Pornography
jumpstartyourfinances.net,UNKNOWN
ultracars.com,UNKNOWN
order123.com,Online Shopping
goldentrianglenews.com,General News
internethomeschool.com,Business
sdelka.ru,Public Information
xtragaming.com,Games
hollywoodfyi.com,Entertainment
upstatelink.com,General News
5mbfreehost.com,UNKNOWN
red1rect.biz,UNKNOWN
autodingy.com,UNKNOWN
eulara.com,Online Shopping
100percentlists.com,Pornography
threeotwomedia.com,UNKNOWN
maisonneuve.org,Entertainment
democracyweb.com,Non-Profit/Advocacy/NGO
ukg.kz,Business
barf1.com,Sports
countryseat.com,Fashion/Beauty
b103.fm,Internet Radio/TV
majorgeek.com,Software/Hardware
hudloansdirect.com,Finance/Banking
sorcerersoftware.com,Software/Hardware
webpromotion.com.au,Internet Services
abserver.es,Internet Services
trafficzilla.com,Internet Services
timberloft.com,Travel
mpg-heaven.co.uk,UNKNOWN
shenandoahvalley.com,Forum/Bulletin Boards
islanddawn.com,Marketing/Merchandising
bga.com,Software/Hardware
phank.com,Games
phc-online.com,Online Shopping
172.175.156.28,UNKNOWN
restocours.net,Education/Reference
corecomm.net,Internet Services
172.175.156.23,UNKNOWN
escortcalifornia.com,Pornography
clickthevote.org,Non-Profit/Advocacy/NGO
amusingoffersnew.com,UNKNOWN
seyco.com,Business
onlythebest.net,Pornography
freepussyfreepussyfreepussy.com,Pornography
exoticeroticball.net,Pornography
dotstrustinyou.com,UNKNOWN
mayerhomes.com,UNKNOWN
atseuromaster.co.uk,Marketing/Merchandising
motorcycleparts.com,Sports
businesstoday.com,General News
amourshard.com,Extreme
2step.ru,Entertainment
weathermap.com,Pornography
pimphos.com,Sports
msnusers.com,Internet Services
liposurgery.com,Health
mutualfunds.com,Stock Trading
petes-nfl-picks.com,UNKNOWN
equipmint.com,Internet Services
yahoobootcodes.tk,UNKNOWN
fordforums.ru,Forum/Bulletin Boards
megalogos.org,UNKNOWN
hothosters.com,Pornography
watchesof42ndstreet.com,Pornography
japersonalfinance.com,UNKNOWN
free-gay-porn.ws,Pornography
wsmkradio.com,Entertainment
gothgerbil.co.uk,Internet Services
fisherplows.com,Business
wikis.com,Technical/Business Forums
floridaredhats.com,UNKNOWN
targetmls.com,Finance/Banking
nudepages.net,Pornography
prc.org,Business
flatball.com,Sports
autopsyroom.com,Violence
abc-d.com,Business
sandesh.com,General News
carmenunger.com,Provocative Attire
24.242.243.54,UNKNOWN
profitkey.com,Business
worldliquidators.net,Online Shopping
billskhakis.com,Online Shopping
62.4.84.150,UNKNOWN
winemonthclub.com,Alcohol
ipayyoutoreademail.com,UNKNOWN
autovisie.nl,Motor Vehicles
blusurf.net,Pornography
direct-entry.com,Pornography
womenonwriting.com,UNKNOWN
datex-ohmeda.com,Health
worldskins.com,Pornography
advcellprod.com,UNKNOWN
tushygalleries.com,Pornography
supermeds.biz,UNKNOWN
63.250.197.110,Residential IP Addresses
mscsoftware.com,Business
sandiegomesacollege.net,Education/Reference
straybulletins.com,General News
desktop-themes-only.com,Portal Sites
1largepenis.com,Online Shopping
uz.ua,Internet Services
morebt.ru,Online Shopping
cdr4less.com,Online Shopping
ecclesia.pt,Religion/Ideologies
blarry.com,Education/Reference
gameshark.com,Games
piercedfetish.com,Pornography
telegraph.com,General News
shawgrp.com,Business
familycenter.com,Online Shopping
symetrixaudio.com,Software/Hardware
wildwoodnaturalfoods.com,Online Shopping
astel.com.ua,Business
jonburgerman.com,Personal Pages
onserencontre.com,Pornography
66.57.91.67,UNKNOWN
whenboys.com,Pornography
singers.com,Entertainment
extreme-sex-xxx.com,Pornography
beauproductions.com,Entertainment
cforc.com,Entertainment
wellsave.com,Online Shopping
skimaine.com,Sports
extraholidays.com,Travel
nudc.org,Education/Reference
100autoguias.com,Marketing/Merchandising
blackmonkey.com,UNKNOWN
asdwa.org,Non-Profit/Advocacy/NGO
freepornpics.com,Malicious Sites
viking-mail.com,UNKNOWN
sexyfemalestars.com,Pornography
psx2central.com,Games
66.131.88.182,UNKNOWN
onlinebrowsing.com,Parked Domain
davidandtamelamann.com,Entertainment
atmosphereperformance.com,Online Shopping
acadiainsurance.com,Finance/Banking
equivista.com,Entertainment
askgeeves.com,Search Engines
topmodels.com,Art/Culture/Heritage
alxumuk.com.ru,Forum/Bulletin Boards
jetmigrate.com,UNKNOWN
216.152.65.156,UNKNOWN
becarios.org,Education/Reference
1kdigital.com,Business
cdgirlhost.com,Pornography
bosnwp01.com,UNKNOWN
latasca.co.uk,Restaurants
nsaw.org,Non-Profit/Advocacy/NGO
paidtosurvey.com,UNKNOWN
67.19.23.101,UNKNOWN
bagend.com,Marketing/Merchandising
mulhervirtual.com.br,Portal Sites
jewelry-by-anixi.com,Online Shopping
echoproductions.com,Profanity
hawaiifive0.org,Entertainment
keoz9.com,Portal Sites
cliquevm.com,Software/Hardware
malaysiaairlines.com.my,Travel
touchstoneenergy.com,Business
justbrass.co.uk,Entertainment
rapecommando.com,Pornography
195.162.61.14,UNKNOWN
esword.com,Religion/Ideologies
entertainposters.com,Provocative Attire
socksbox.biz,UNKNOWN
detskiedela.ru,UNKNOWN
planetmayhem.com,Marketing/Merchandising
reifendirekt.de,Marketing/Merchandising
kusinaatbp.com,Health
fat-mature-babes.com,Pornography
1stdirectory.com,Portal Sites
xsin.com,Pornography
playgirl.de,Pornography
sexyplaisirs.com,Malicious Sites
asiaplayaz.com,Pornography
aloutdoors.com,Sports
belgianopposite.com,UNKNOWN
mtbcomp.com,Pornography
savesite.com,Online Shopping
bestdeerhuntohio.com,Travel
naaog.de,Non-Profit/Advocacy/NGO
moonbowmedia.com,Personal Pages
jimcarroll.com,Education/Reference
sociallyretarded.com,Humor/Comics
rbpassperm.com,UNKNOWN
90ok.com,Web Ads
taijiquan.info,Sports
cidwoodworking.com,Art/Culture/Heritage
davesdatebook.com,Forum/Bulletin Boards
e-vapor.net,UNKNOWN
mangakana.com,Entertainment
ereg.info,UNKNOWN
ntrs.com,Finance/Banking
e-village.jp,Education/Reference
jdmhonda.com,Search Engines
stablefuckxxx.com,Pornography
web2010.com,Internet Services
benefitscounsel.com,Business
gergie.com,Fashion/Beauty
carte-bleue.com,Finance/Banking
oldergalstgp.com,Pornography
knowme.nl,UNKNOWN
meditationsociety.com,Religion/Ideologies
aquamaticcovers.com,Online Shopping
alfaxfurniture.com,Online Shopping
clublasvegx.com,Pornography
ii-ii.com,Pornography
bigdicksxxx.com,Pornography
daytradegold.com,Stock Trading
novologmix70-30.com,Pharmacy
permutator-reviews.com,Forum/Bulletin Boards
kncc.com,Art/Culture/Heritage
tinyfuck.com,Pornography
ugkr.ru,Marketing/Merchandising
kitchnglam.com,Real Estate
172.185.79.50,UNKNOWN
golimar.com,Nudity
jamaicanecards.com,Humor/Comics
lundian.com,Entertainment
e-cuties.com,Potential Criminal Activities
vstoregames.com,Business
texino.de,Internet Services
daniweb.com,Software/Hardware
digitalmediathoughts.com,Public Information
lucidcafe.com,Education/Reference
wwlinc.com,Business
casinos-quebec.com,Gambling
213.37.240.145,Residential IP Addresses
atomkinder.net,Forum/Bulletin Boards
dolecrispcash.com,UNKNOWN
kaboobie.com,UNKNOWN
tranair.com,Parked Domain
dav.ru,UNKNOWN
mammoth-golf.com,Sports
pillearrings.com,Fashion/Beauty
benecol.com,Online Shopping
telefloral.com,Marketing/Merchandising
childrenspageantdresses.com,Online Shopping
my-littleblessings.com,Parked Domain
si-mexico.com,Travel
blacksista.com,Pornography
allbjsinc.com,Pornography
boulat.com,Health
cellular-phone-ringtones.co.uk,Mobile Phone
securefancast.com,Education/Reference
centralindiana.com,Travel
processingpictures.info,UNKNOWN
reiki-questions.com,Online Shopping
free-web-service.de,Internet Services
divinedomination.com,Pornography
insomniatic.com,Parked Domain
mondabomongo.com,UNKNOWN
homeroom.net,UNKNOWN
sw.ca,Business
dotcom-studio.com,Entertainment
stmoritz.ch,Travel
