unique_url,url_class
193.27.84.144,UNKNOWN
enjoyhomebiz.com,Finance/Banking
oldflbank.com,Finance/Banking
frankonia.de,Online Shopping
snowshoe.com,Online Shopping
studentlife.net,Religion/Ideologies
njoyschool.net,Education/Reference
bighomebiz.com,Finance/Banking
men.ru,UNKNOWN
lighthouse.net.au,Non-Profit/Advocacy/NGO
naturistscans.com,Pornography
shower.com,Pornography
oskie.com,Sports
animetemple.com,UNKNOWN
iron-fe-works.com,Software/Hardware
68.101.83.253,UNKNOWN
toplessornot.com,Pornography
absa.co.za,Finance/Banking
pornstarmatrix.com,Pornography
apartmentrefunds.com,Real Estate
frugalhaus.com,Fashion/Beauty
crookedpanties.com,Pornography
wolfrivercountry.com,Travel
bwmarineproducts.com,Marketing/Merchandising
platinum-frosty.com,Pornography
alvarado.net,Forum/Bulletin Boards
galthumbs.com,Pornography
dog-sex-movies.net,Pornography
smallengineparts.net,Online Shopping
cyberotica.co.uk,Pornography
wwasp.com,Education/Reference
iownjoo.com,Pornography
wives-vote.com,Pornography
in-chemnitz.de,Non-Profit/Advocacy/NGO
videologic.com,Software/Hardware
adorablebabes.com,Entertainment
firsttimegaysex.com,Pornography
209.35.233.21,UNKNOWN
in-movies.co.uk,Entertainment
allostar.com,Pornography
communicationstudio.com,Business
acadianaloghomes.com,Travel
da-motorsport.com,Marketing/Merchandising
surf4cash.info,Finance/Banking
blockbustervideo.com,Online Shopping
gaysex1.net,Pornography
musicity.com,Online Shopping
doves.com,Marketing/Merchandising
coltevision.com,Entertainment
147.237.72.31,Online Shopping
virtuous.com,Online Shopping
meachamhams.com,Online Shopping
freeskins.com,Pornography
thinwithin.com,Health
host17.org,Internet Services
fetishesvoyeur.com,Pornography
ukmodelgirls.com,Pornography
qualchoicenc.com,Health
studioarts.co.uk,Art/Culture/Heritage
pornstara.com,Pornography
bohemiabooks.com.au,Education/Reference
emailsulike.com,Portal Sites
anvilusa.com,Online Shopping
dortfcu.org,Finance/Banking
stormsenterprises.com,UNKNOWN
shopmuseum.com,Art/Culture/Heritage
bestbackgroundchecks.com,Job Search
amtonline.com,General News
theteensmovies.com,Pornography
quenena.com,Pornography
trialsport.ru,Online Shopping
soffiles.com,Games
wetwildwives.net,Pornography
tecmomobile.com,Games
hebrewhistory.org,Art/Culture/Heritage
shopwillowbend.com,Online Shopping
mov4all.com,Pornography
synergysoup.com,Business
bodykit.com,Online Shopping
ezedit.com,Forum/Bulletin Boards
velawindsurf.com,Sports
nasdaq-amex.com,Stock Trading
acuoneforless.com,Health
mobile-cell-phone-logos-ringtones.com,UNKNOWN
bastardartist.com,Profanity
ebizspotlight.com,UNKNOWN
bor-mls.com,Real Estate
kidsncash.com,Internet Services
pharmacyseek.com,Health
chatbox.com,Chat
peafowl.com,Online Shopping
asianconnections.com,Entertainment
megalinks.net,UNKNOWN
amateurfanclub.com,Pornography
sigmalambdasigma.org,Personal Pages
windermerewhatcom.com,Finance/Banking
dssgear.ca,Software/Hardware
gliq.com,Business
belochka.com,Potential Criminal Activities
docmd.com,Health
pen-is.com,Pornography
thecreditguides.com,UNKNOWN
abercrombiemalemodels.com,Pornography
linkelink.nl,Portal Sites
valdisimusenomy.org,UNKNOWN
1866paradise.com,UNKNOWN
200.44.36.13,UNKNOWN
linksclub.com,Online Shopping
thugboy.com,Pornography
jeremyflint.com,Personal Pages
totalcereal.com,Business
gladney.org,Non-Profit/Advocacy/NGO
wannman.com,Personal Pages
yesvoyeurporn.com,Pornography
purecountry.com,Sports
onocn.com,Malicious Sites
deckpoint.ch,Internet Services
twc-online.com,General News
topsite.co.il,UNKNOWN
aaloc.com,Non-Profit/Advocacy/NGO
fenska.com,UNKNOWN
lbe.ru,Internet Services
to-dress.ru,Marketing/Merchandising
westbuslaw.com,Education/Reference
bookalimo.com,Marketing/Merchandising
trendyshop.ru,Online Shopping
cgirealm.com,UNKNOWN
cyba.com,UNKNOWN
yahoohotmail.com,Gambling
groupm7.net,Internet Services
sherrodvans.com,Marketing/Merchandising
67.15.22.27,UNKNOWN
lovehentai.com,Pornography
gerlinda.com,Internet Services
aizuddindanian.com,Forum/Bulletin Boards
geassetmanagement.com,Finance/Banking
americancomposers.org,Entertainment
trafficbeamer.com,Business
mems-exchange.org,Software/Hardware
pay4ad.de,Finance/Banking
luckygptc.com,UNKNOWN
beansbeauty.com,Fashion/Beauty
euregio.net,Portal Sites
bob-west.com,Government/Military
firstmagnus.com,Finance/Banking
repealers.org,UNKNOWN
statefl.us,Spam URLs
caspiannetworks.com,Software/Hardware
laffshappen.com,UNKNOWN
photomarket.ru,Online Shopping
1-betting.biz,UNKNOWN
moultrieobserver.com,General News
newtek.com,Business
mrfire.com,Business
tiu.ac.jp,Education/Reference
propane-generators.com,Online Shopping
dementedhumor.com,Humor/Comics
jacksonprogressive.com,Politics/Opinion
nsrmkting.com,UNKNOWN
cvent.com,Interactive Web Applications
unixcert.net,Internet Services
thoro-bet.com,Gambling
classic-automobiles.com,Motor Vehicles
129.108.99.98,UNKNOWN
hotboys.com,Malicious Sites
crawlpaper.com,Software/Hardware
dccjobs.gov,Government/Military
stretch-island.com,Online Shopping
freepornoz.com,Pornography
bcg.com,Business
michiganvotes.org,Non-Profit/Advocacy/NGO
brutal-torture.com,Potential Criminal Activities
cybersexunion.com,Pornography
georgehowe.com,Online Shopping
maria-at-home.com,Extreme
happyhookers.com,Online Shopping
picnasty.com,Pornography
goosebumps.com,Parked Domain
episcopalarchives.org,Major Global Religions
potinformation.com,UNKNOWN
everyholeintheworld.com,Pornography
206.252.206.205,UNKNOWN
dennigcars.com,Online Shopping
webslr.com,Business
kellerstudio.de,Internet Services
lamblion.com,Religion/Ideologies
brune.net,Pornography
bravo.ca,Entertainment
bargainone.com,Marketing/Merchandising
tileweb.com,UNKNOWN
game00.com,Games
statesmanorskatesman.co.uk,Personal Pages
liesel.com,Online Shopping
64.185.138.229,UNKNOWN
ontologicalmuseum.org,Art/Culture/Heritage
frederikakennels.org,Non-Profit/Advocacy/NGO
netstats2000.com,Marketing/Merchandising
msnpp.co.kr,UNKNOWN
ussteel.com,Business
rykov.ru,Politics/Opinion
resmusic.com,Entertainment
unionradio.net,General News
bpcorp.com,Pornography
infotu.com,Travel
indoorendeavors.com,UNKNOWN
quickdrop.com,Finance/Banking
iamperfect.net,Humor/Comics
fullsexguide.com,Pornography
losangelesautonet.com,Marketing/Merchandising
bed-linens.net,Real Estate
justonebite.com,Pornography
thejoyofshopping.com,Marketing/Merchandising
crystalmovies.com,Pornography
cspro.com,Internet Services
loverstalk.com,Pornography
video-editing-software-review.com,Software/Hardware
piccool.net,Pornography
discoverniagara.com,Entertainment
adams.edu,Education/Reference
accessautomation.com,Business
freepornspace.com,Pornography
cumdumpmamas.com,Pornography
ptcrusier.com,Marketing/Merchandising
fyla.com,UNKNOWN
adanigallery.com,Art/Culture/Heritage
bigfreempgs.com,Pornography
cameta.com,Business
pulaskipark.com,Entertainment
chiefmanyhorses.com,Online Shopping
vrijemp3.net,Software/Hardware
acsiena.it,Sports
vitaminaluminum.com,UNKNOWN
snowmonsters.com,Entertainment
1sexyshemale.com,Pornography
tcpress.com,Online Shopping
butterbuds.com,Online Shopping
submitemancipate.com,UNKNOWN
axess.ru,Online Shopping
pbrla.com,Entertainment
urbanhumor.com,Humor/Comics
webdesignhelper.co.uk,Shareware/Freeware
churches.com,Religion/Ideologies
absoluteinternetprofits.com,UNKNOWN
maybach.de,Motor Vehicles
sayal.com,Software/Hardware
adult-asian-dvds.com,Pornography
64.222.46.169,UNKNOWN
sporeworks.com,Online Shopping
imaginelan.com,Software/Hardware
smartcard.co.uk,Software/Hardware
sohoportal.com,Internet Services
askdrdeal.com,UNKNOWN
shaderlab.com,Personal Pages
bluebellis.co.uk,UNKNOWN
aspendiscovery.com,Fashion/Beauty
nocomplaintshere.com,UNKNOWN
aspwebstats.com,Internet Services
tokyomodels.net,Online Shopping
outletadventure.com,Online Shopping
the-art-works.com,Portal Sites
marlborogear.com,UNKNOWN
actionquest.com,Sports
sherpapet.com,Marketing/Merchandising
nurses.com,Search Engines
delri.net,UNKNOWN
japmcdismantlers.co.nz,Online Shopping
yexr.com,UNKNOWN
ibeonline.com,Non-Profit/Advocacy/NGO
toomerscornerlive.com,Public Information
salivatest.com,Health
comedycenteral.com,Malicious Sites
fmconcepts.us,Pornography
oneunity.org,Pornography
racersdomain.net,UNKNOWN
inforesearchlab.com,Portal Sites
communityfoundation.org,Non-Profit/Advocacy/NGO
cyberskanks.com,Pornography
hexaware.com,Business
exciteaudio.com,Marketing/Merchandising
betterearthnews.com,Online Shopping
xmasdays.com,Business
porn-and-mature.com,Pornography
entertainguide.com,Entertainment
lmii.com,Online Shopping
odysseusmarketing.com,Spyware/Adware/Keyloggers
racegun.dk,Online Shopping
cheekscapemay.com,Fashion/Beauty
section3.com,Entertainment
mydrugrehab.com,Drugs
therackboston.com,Entertainment
3dunity.com,UNKNOWN
kviq.com,General News
cpyu.org,Education/Reference
f1mafkees.com,UNKNOWN
delmarracing.com,Gambling Related
mediamessiah.com,Online Shopping
pesinsight.com,Games
i-csr.net,Marketing/Merchandising
madgreek.com,Pornography
princessproject.org,Non-Profit/Advocacy/NGO
fuzzypinkslippers.com,Personal Pages
cometomind.com,UNKNOWN
hardcore-fucking-porn.com,Pornography
indian-sex.bz,Pornography
gay.lv,Dating/Personals
aayba.com,Sports
animalhost.com,Pornography
172.144.103.165,UNKNOWN
goodthumbs.com,Pornography
hostinginsiders.com,Internet Services
pokerage.com,Gambling
172.175.161.210,UNKNOWN
champcar.com,Sports
rightsize.com,Software/Hardware
sports-shop.us,Sports
pokeydots.com,Personal Pages
128.12.136.10,UNKNOWN
18.220.0.83,Education/Reference
172.180.74.237,UNKNOWN
mediatransfer.com,Business
udnjob.com,Job Search
midnightdreamslingerie.com,Provocative Attire
dwmbeancounter.com,Business
chavant.com,Art/Culture/Heritage
hyahya.org,Religion/Ideologies
mobileoperatorlogos.co.uk,UNKNOWN
drone.com,Internet Services
bridgeconstruction.com,Real Estate
bullovor.com,Games
talktohermovie.com,Entertainment
promotionsforyou.com,Online Shopping
avalancheengr.com,Marketing/Merchandising
inforg.ru,Portal Sites
animecrazy.com,Pornography
godlycheats.com,Games
seniors-exposed.com,Pornography
dwginternational.com,Business
fitnessusa.com,Health
evolution-control.com,Entertainment
criten.com,UNKNOWN
gitd.de,Software/Hardware
krasnodarskii-krai.net.ru,UNKNOWN
friendly-spaces.com,Blogs/Wiki
outback2002.com,Travel
nailfungus.org,Health
ppcexperience.net,UNKNOWN
pornolistzone.com,Pornography
hovers.nl,Personal Pages
freetixxflix.com,Entertainment
snkey.com,Software/Hardware
msa-1969.com,UNKNOWN
sport-servis.ru,UNKNOWN
winereporter-usa.com,UNKNOWN
69.93.215.242,UNKNOWN
zetsurindo.com,Dating/Personals
besuccessfull.biz,UNKNOWN
bobbylabontefans.com,Sports
shopcolumbia-mall.com,Online Shopping
mexplaza.com.mx,Education/Reference
ufit.com,Online Shopping
os2ezine.com,General News
cardmemberservices.net,Finance/Banking
sexosinfronteras.com,Pornography
destinationspagroup.com,Health
lds-online.com,Religion/Ideologies
nudistgalleries.net,Pornography
24.26.143.174,UNKNOWN
glassjaw.net,Forum/Bulletin Boards
caddet-ee.org,Real Estate
readingmoney.com,Parked Domain
preteen-girls.org,Pornography
concierto.cl,Entertainment
128.102.38.40,UNKNOWN
einstein-website.de,Education/Reference
fidfedonline.com,Finance/Banking
americangrantandloan.com,Online Shopping
172.172.128.86,UNKNOWN
lelands.com,Auctions/Classifieds
neverfollow.com,Marketing/Merchandising
nudes-celeb.net,Pornography
rescuefacts.com,Health
rosaleewomensizeapparel.com,Fashion/Beauty
southernplasticsurgery.com,Health
kvpug.org,Forum/Bulletin Boards
manna.com,Pharmacy
nytears.com,UNKNOWN
aptfinder.org,Real Estate
miniclan.org,Entertainment
theteachersroom.com,Education/Reference
triaddragons.com,Recreation/Hobbies
abadaba.com,Online Shopping
linkin-parkworld.com,Entertainment
128.230.216.56,UNKNOWN
logcabindrygoods.com,Online Shopping
heroicimages.com,UNKNOWN
banarat.com,UNKNOWN
vacant-expressions.com,UNKNOWN
thelinkto.com,Internet Services
easycampingrecipes.com,UNKNOWN
unitedwaytwincities.org,Government/Military
mungos.org,Non-Profit/Advocacy/NGO
68.97.41.203,UNKNOWN
ko-company.com,Pornography
youngsolos.com,Online Shopping
24.123.185.170,UNKNOWN
drunk-teen-girls.com,Pornography
wwwbellsouth.net,Parked Domain
bigboosting.com,Entertainment
promarketingleads.com,Internet Services
simplystunning.net,Parked Domain
disanovitamins.com,UNKNOWN
betelpalm.net,UNKNOWN
ti.com,Business
supersesso.com,Pornography
goldenbaseball.com,Sports
gpcequipment.com,Business
thebreastsite.com,Health
karlphoto.com,Job Search
alltransgender.com,Dating/Personals
128.175.67.226,UNKNOWN
silverfast.com,Online Shopping
singer.com.br,Real Estate
skirtworks.com,Business
128.175.67.221,UNKNOWN
silveradoss.com,Forum/Bulletin Boards
austinkenpokarate.com,Sports
milf-4u.com,Pornography
gogoldencasino.com,UNKNOWN
safeshare.com,Parked Domain
johnnys-net.jp,Entertainment
strategyworldcongress.org,UNKNOWN
gaypornpics.com,Pornography
loosie.com,Entertainment
anal-sex-sluts.net,Pornography
hetrickracing.com,Marketing/Merchandising
thebenefitsclub.com,UNKNOWN
infoblinker.com,UNKNOWN
hardcore-porn-sex-pics.net,Pornography
myclaimsonline.com,UNKNOWN
arthur.nl,Art/Culture/Heritage
woodpatterns.com,UNKNOWN
prayerbook.com,Religion/Ideologies
young-asian-girls-pics.com,Pornography
thebestkeptsecret.com,Online Shopping
chem-tox.com,Health
hentaihonies.co.uk,Pornography
sweet-d-boobs.com,Pornography
phallixglass.com,Nudity
research-reports.com,School Cheating Information
maedchen-kennenlernen.de,Pornography
naked-fantasy.com,Pornography
aubergelacaleche.com,Travel
10ru.ru,Business
holidaygrants.com,Finance/Banking
hobbyplace.com,Business
thecelebrityportal.de,Entertainment
aujourdhui.com,Health
forartist.com,Art/Culture/Heritage
phatravel.com,Travel
wrcg.com,Entertainment
pcdiscussions.net,UNKNOWN
hot-totty.co.uk,Pornography
essay-find.com,Portal Sites
nauvoonet.com,Travel
65.123.110.15,UNKNOWN
body-mind-spirit.com,Health
shopavp.com,Online Shopping
labiaenhancement.com,Health
thewhostore.com,Entertainment
viansa.com,Alcohol
montgomerycollege.edu,Education/Reference
mekkochivonent.com,UNKNOWN
gayblackpages.com,Pornography
theengineshop.com,Online Shopping
gosmallbiz.com,Business
birdingonthe.net,Entertainment
atomictonic.com,Forum/Bulletin Boards
teensalespost.com,Pornography
sunrealtyobx.com,Finance/Banking
craftco.com,Business
connectgreenbay.com,Internet Services
e-shops.org,UNKNOWN
specialchem4adhesives.com,Education/Reference
showcaseofcitrus.com,Health
yourmenopausetype.com,Health
preeclampsia.org,Non-Profit/Advocacy/NGO
24.58.163.126,UNKNOWN
4-debt.com,UNKNOWN
hideho.com,Online Shopping
nevamar.com,Business
night-air.net,UNKNOWN
68.225.173.54,UNKNOWN
apke.com,Internet Services
216.37.53.162,UNKNOWN
fincn.com,UNKNOWN
booksology.com,Education/Reference
fun23.com,Portal Sites
onlinetaxpro.com,UNKNOWN
fantasyfootballshirts.com,Games
allie.com,Personal Pages
bigdickmasters.com,Pornography
kjyesudas.com,Entertainment
succeed-4-longterm.org,Parked Domain
revbar.com,Internet Services
carolinapage.com,Auctions/Classifieds
hobbyetc.com,Online Shopping
cyberwebmarketing.us,UNKNOWN
accessunited.com,Finance/Banking
federal.com,Parked Domain
punkerotic.com,Pornography
sandranet.com,Entertainment
romymichele.com,Entertainment
68.86.140.223,UNKNOWN
turboswim.com,Provocative Attire
challengepark.com,Entertainment
edisoft.ru,Business
laughoutloud.com,Marketing/Merchandising
digiserve.ie,Internet Services
justovereighteens.com,Pornography
giftwagon.com,Online Shopping
online-education.info,Education/Reference
amberssecrets.com,Online Shopping
hotseatperformance.com,Online Shopping
triton.net,General News
correomagico.com,Digital Postcards
forus.ru,Internet Services
teenstreets.com,Pornography
ralpartha.com,Entertainment
joanna-music.com,Social Networking
sharpcards.com,Online Shopping
beatingwallstreet.com,Stock Trading
casinotown.us,UNKNOWN
maddoc.net,Internet Services
yourwindow.com,UNKNOWN
no1onthe.net,Portal Sites
pureteenx.com,Pornography
womenofwrestling.net,Entertainment
hofweb.com,Internet Services
grapeaperacing.com,Marketing/Merchandising
qrs1.net,Internet Services
telcordia.com,Business
celebritynudes.dk,Pornography
drunki.ru,Marketing/Merchandising
acens.com,Business
aromanotes.com,Health
godetecting.com,UNKNOWN
personalschoice.com,UNKNOWN
ebook-download.net,Education/Reference
fiagt.com,Sports
free-web-counters-online.com,Internet Services
it-news.com,Portal Sites
gaytruckers.com,Pornography
nastyboots.com,Pornography
justhorses.com,Portal Sites
runplymouth.com,UNKNOWN
blackglamors.com,Pornography
blackhillstouristinfo.com,Travel
infinitevisionsinc.com,Online Shopping
vanislewebservices.com,Internet Services
kevinpollak.net,Entertainment
clubglamrock.com,Provocative Attire
virusblaster.co.uk,UNKNOWN
madisonlist.com,Public Information
zvezdochet.ru,Motor Vehicles
twodollarsmail.com,Forum/Bulletin Boards
65.61.134.220,UNKNOWN
1-inkjet.com,General News
louderthanabomb.com,Software/Hardware
confettipartystore.com,Online Shopping
ladywithsurprise.com,Pornography
all-about.co.uk,Portal Sites
20millionbanners.com,Marketing/Merchandising
spinbox.com,Business
treasurebook.org,Marketing/Merchandising
66.113.194.85,Entertainment
alex-bach.com,Entertainment
powerplayers.net,Finance/Banking
alt-web.com,Internet Services
c7re.com,UNKNOWN
123ezcorp.com,Finance/Banking
orcadian.co.uk,General News
koehntopp.de,Personal Pages
bbwpinups.com,Pornography
mrc-auctions.com,Marketing/Merchandising
binarybreath.com,UNKNOWN
aaavideogamesearch.com,Online Shopping
songlyricworld.com,UNKNOWN
csnradio.com,Portal Sites
twinstarz.net,UNKNOWN
gp32emu.com,Games
horizononline.com,Marketing/Merchandising
decidio.com,Restaurants
buzzphraser.com,Software/Hardware
hard69.net,Pornography
stellarphonegirls.com,Pornography
irctampico.org,Forum/Bulletin Boards
phonebilleliminator.com,Spyware/Adware/Keyloggers
cnxweb.com,Business
bcnelite.com,Pornography
jawatrader.com,Internet Services
mix106.com.au,Entertainment
mae.co.jp,Marketing/Merchandising
gratissexplaatjes.ws,Pornography
anime-girl.com,Chat
product.cc,Business
topadultstars.com,Pornography
nhs-info.com,Online Shopping
thebootleg.com,General News
monsterrancher3game.com,UNKNOWN
nicaraguafacil.com,UNKNOWN
pilothouseonline.com,Marketing/Merchandising
peshtigotimes.com,General News
simporn.com,Pornography
twolesbians.com,Pornography
